"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","Type"
"828","3.81225919","0.0","0.26231165","0.0","1","5","false","苗淇","61.0","1","0","0","0.43754816","false","0","苗淇","0","0.0","PERSON"
"829","3.74500876","0.0","0.26702207","0.0","1","5","false","苑景","157.0","1","0","0","0.45099825","false","0","苑景","0","0.0","PERSON"
"830","3.80595447","1.0E-8","0.26274618","0.0","3","5","false","芸台","68.0","3","0","0","0.43880911","false","0","芸台","6","1.0","PERSON"
"831","3.44378284","1.1865E-4","0.29037836","0.0","5","4","false","芷颺","130.4","5","0","0","0.51124343","false","0","芷颺","65032","0.22348877","PERSON"
"832","3.67425569","0.0","0.27216397","0.0","1","5","false","芳黃","258.0","1","0","0","0.46514886","false","0","芳黃","0","0.0","PERSON"
"833","3.80595447","1.0E-8","0.26274618","0.0","3","5","false","芳錢","68.0","3","0","0","0.43880911","false","0","芳錢","6","1.0","PERSON"
"834","3.42416813","3.588E-5","0.29204173","0.0","7","4","false","芳近","114.57142857","7","0","0","0.51516637","false","0","芳近","23336","0.18772137","PERSON"
"835","3.65814361","6.93E-5","0.2733627","0.0","9","5","false","芳贊","46.77777778","9","0","0","0.46837128","false","0","芳贊","41032","0.16830065","PERSON"
"836","3.43957968","2.65E-6","0.2907332","0.0","2","4","false","芳石","313.0","2","0","0","0.51208406","false","0","芳石","1142","0.53061224","PERSON"
"837","3.64763573","6.61E-6","0.27415018","0.0","2","4","false","芳發","176.0","2","0","0","0.47047285","false","0","芳發","15252","0.60137457","PERSON"
"838","3.75621716","8.59E-6","0.26622529","0.0","2","4","false","芳澤","73.5","2","0","0","0.44875657","false","0","芳澤","6736","0.53308824","PERSON"
